id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
43658901,Rental unit in Toshima City · ★4.76 · 1 bedroom · 1 bath,325747621,Sakura,,Toshima Ku,35.73826,139.71588,Entire home/apt,10359,1,25,2023-05-28,0.75,18,89,17,M130025477
43659056,Rental unit in Toshima City · ★4.67 · 1 bedroom · 1 bath,325747621,Sakura,,Toshima Ku,35.73879,139.71569,Entire home/apt,10359,1,3,2022-07-13,0.12,18,89,1,M130025478
43791685,Hostel in Taito City · ★4.60 · 1 bedroom · 4 beds · 4 shared baths,349703336,Glamping Tokyo Asakusa,,Taito Ku,35.71617,139.79471,Shared room,6367,1,5,2023-06-01,0.15,12,266,3,Hotels and Inns Business Act | 東京都台東区台東保健所 | 2台台健生環き第10003号
43668367,Rental unit in Toshima City · ★4.47 · 1 bedroom · 1 bath,325747621,Sakura,,Toshima Ku,35.7373,139.71585,Entire home/apt,10359,1,15,2023-05-25,1.81,18,89,15,M130025480
43793333,Boutique hotel in Toshima City · ★4.95 · 1 bedroom · 2 beds · 1 private bath,107735413,Yuko&Nick,,Toshima Ku,35.73113,139.72567,Private room,12286,3,175,2023-06-25,4.78,6,203,44,Hotels and Inns Business Act | 東京都豊島区池袋保健所 | 元豊池保衛環き第221号
43668505,Rental unit in Toshima City · ★4.76 · 1 bedroom · 1 bath,325747621,Sakura,,Toshima Ku,35.737,139.7143,Entire home/apt,10359,1,17,2023-05-25,0.54,18,89,13,M130025481
43794088,Rental unit in Shinjuku City · ★4.80 · 1 bedroom · 1 bed · 1 bath,343260629,髙木,,Shinjuku Ku,35.71546,139.69869,Entire home/apt,23873,2,10,2023-03-26,0.52,30,334,9,M130024961
43794281,Rental unit in Shinjuku City · ★4.80 · 1 bedroom · 1 bed · 1 bath,343260629,髙木,,Shinjuku Ku,35.71383,139.69917,Entire home/apt,23873,2,10,2023-02-01,0.50,30,332,9,M130025806
43668671,Rental unit in Toshima-ku · ★4.20 · 1 bedroom · 1 bath,325747621,Sakura,,Toshima Ku,35.739228597448005,139.7154659870964,Entire home/apt,10359,1,10,2023-06-26,0.34,18,91,5,M130025482
43794526,Rental unit in Shinjuku Ku · ★4.40 · 1 bedroom · 1 bed · 1 bath,343260789,Rinko,,Shinjuku Ku,35.71311,139.69787,Entire home/apt,23873,2,10,2023-02-08,0.97,28,329,10,M130031006
43668749,Home in Toshima City · ★4.69 · 4 bedrooms · 7 beds · 1.5 baths,229186078,Rui,,Toshima Ku,35.72859,139.72744,Entire home/apt,65836,1,105,2023-06-16,2.98,3,110,7,Hotels and Inns Business Act | 豊島区池袋保健所 | 元豊池保衛環き第276号
43795295,Rental unit in Shinjuku Ku · ★4.43 · 1 bedroom · 1 bed · 1 bath,343260789,Rinko,,Shinjuku Ku,35.71481,139.69738,Entire home/apt,23873,2,7,2023-03-26,0.21,28,327,2,M130024989
43668880,Rental unit in Shibuya City · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,345654800,Win-Win,,Shibuya Ku,35.64736,139.71779,Entire home/apt,10000,2,4,2020-08-31,0.11,10,0,0,M130016426
43795408,Rental unit in  Shinjuku Ku · ★4.38 · 1 bedroom · 1 bed · 1 bath,343260789,Rinko,,Shinjuku Ku,35.71312,139.69948,Entire home/apt,23873,2,8,2023-01-15,0.24,28,325,5,M130025811
43668929,Rental unit in Shibuya City · ★4.67 · 1 bedroom · 1 bed · 1.5 baths,345654800,Win-Win,,Shibuya Ku,35.64739,139.72016,Entire home/apt,10000,2,3,2020-09-09,0.08,10,0,0,M130016429
43795480,Rental unit in Shinjuku Ku · ★4.86 · 1 bedroom · 1 bed · 1 bath,343260789,Rinko,,Shinjuku Ku,35.71432,139.6992,Entire home/apt,23873,2,7,2023-03-26,0.68,28,322,7,M130025817
43668962,Rental unit in Shibuya City · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,345654800,Win-Win,,Shibuya Ku,35.64729,139.7185,Entire home/apt,10000,2,4,2020-09-04,0.11,10,0,0,M130016432
43806194,Rental unit in Shinjuku Ku · ★4.29 · 1 bedroom · 1 bed · 1 bath,343260789,Rinko,,Shinjuku Ku,35.71334,139.69712,Entire home/apt,26411,2,17,2023-03-26,0.79,28,320,16,M130025819
43668986,Rental unit in Shibuya City · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,345654800,Win-Win,,Shibuya Ku,35.64695,139.71934,Entire home/apt,10000,2,3,2020-12-10,0.08,10,0,0,M130016434
43806228,Rental unit in Shinjuku Ku · ★4.50 · 1 bedroom · 1 bed · 1 bath,343260789,Rinko,,Shinjuku Ku,35.71347,139.69946,Entire home/apt,26411,2,10,2023-02-01,0.51,28,317,9,M130025820
43669017,Rental unit in Shibuya City · ★4.86 · 1 bedroom · 1.5 baths,345654800,Win-Win,,Shibuya Ku,35.64768,139.71997,Entire home/apt,10000,2,7,2020-10-17,0.19,10,0,0,M130016425
43806254,Rental unit in Shinjuku Ku · ★4.16 · 1 bedroom · 1 bed · 1 bath,343260789,Rinko,,Shinjuku Ku,35.71303,139.69781,Entire home/apt,23873,2,19,2023-03-23,1.83,28,315,19,M130025821
43806269,Rental unit in Shinjuku Ku · ★4.0 · 1 bedroom · 1 bed · 1 bath,343260789,Rinko,,Shinjuku Ku,35.71458,139.6991,Entire home/apt,23873,2,7,2023-02-12,0.70,28,312,7,M130025822
43669078,Rental unit in Shibuya City · ★5.0 · 1 bedroom · 2 beds · 1.5 baths,345654800,Win-Win,,Shibuya Ku,35.64713,139.71857,Entire home/apt,10000,2,3,2020-11-21,0.08,10,0,0,M130016428
43669145,Rental unit in Shibuya City · ★4.71 · 1 bedroom · 1.5 baths,345654800,Win-Win,,Shibuya Ku,35.64722,139.7201,Entire home/apt,10000,2,7,2020-10-25,0.19,10,0,0,M130016430
43806285,Rental unit in Shinjuku Ku · ★4.69 · 1 bedroom · 1 bed · 1 bath,343260789,Rinko,,Shinjuku Ku,35.71498,139.69899,Entire home/apt,23873,2,13,2023-02-26,0.47,28,310,6,M130025823
43669185,Rental unit in Shibuya City · ★5.0 · 1 bedroom · 1.5 baths,345654800,Win-Win,,Shibuya Ku,35.64785,139.71786,Entire home/apt,10000,2,3,2020-10-21,0.08,10,0,0,M130016433
44090920,Hotel in Shinjuku City · 1 bedroom · 2 beds · 1 shared bath,353009879,花園,,Shinjuku Ku,35.69066,139.71176,Private room,31395,1,1,2020-08-29,0.03,3,268,0,Hotels and Inns Business Act | 東京都新宿保健所 | 31新保衛環第285号
43806306,Rental unit in Shinjuku Ku · ★4.16 · 1 bedroom · 1 bed · 1 bath,343260789,Rinko,,Shinjuku Ku,35.71463,139.69896,Entire home/apt,23873,2,19,2023-03-26,0.57,28,307,13,M130025824
43806325,Rental unit in Shinjuku Ku · ★4.59 · 1 bedroom · 1 bed · 1 bath,343260789,Rinko,,Shinjuku Ku,35.71503,139.69938,Entire home/apt,23873,2,17,2023-02-27,0.58,28,305,13,M130025825
44108724,Bed and breakfast in Koto City · ★4.69 · 1 bedroom · 3 beds · 1 private bath,30883070,Takeshi,,Koto Ku,35.68389,139.81459,Private room,9111,1,111,2023-06-11,3.07,37,32,47,
43806352,Rental unit in Shinjuku Ku · ★4.47 · 1 bedroom · 1 bed · 1 bath,343260789,Rinko,,Shinjuku Ku,35.71318,139.69763,Entire home/apt,23873,2,17,2023-02-11,0.75,28,303,10,M130025827
43806361,Rental unit in Shinjuku Ku · ★4.71 · 1 bedroom · 1 bed · 1 bath,343260789,Rinko,,Shinjuku Ku,35.71475,139.69928,Entire home/apt,23873,2,14,2023-02-10,0.61,28,300,11,M130025828
43806377,Rental unit in Shinjuku Ku · ★4.33 · 1 bedroom · 1 bed · 1 bath,343260789,Rinko,,Shinjuku Ku,35.71354,139.6994,Entire home/apt,23873,2,24,2023-03-27,0.87,28,298,22,M130025829
44114070,Hotel in Koto City · ★4.75 · 2 bedrooms · 3 beds · 1 private bath,354298704,Prime Suites Tokyo,,Koto Ku,35.67654,139.796387,Private room,23266,1,63,2023-06-16,2.44,1,336,53,Hotels and Inns Business Act | 東京都江東区保健所 | 2江健生環き第37号
43820520,Rental unit in Nakano-ku · ★4.79 · 1 bedroom · 2 beds · 1 bath,350421629,Toshiyuki,,Nakano Ku,35.68658,139.67563,Entire home/apt,13143,3,14,2023-02-13,0.40,3,38,8,M130026389
44123392,Aparthotel in Adachi-ku · ★3.95 · 1 bedroom · 1 bed · 1 bath,354531999,Matsumoto,,Adachi Ku,35.79343,139.79155,Entire home/apt,7723,1,22,2023-06-25,0.96,2,179,21,Hotels and Inns Business Act | 足立区足立保健所 | 30足足保生生収第472号
43821444,Home in Edogawa City · ★4.75 · 1 bedroom · 2 beds · Private half-bath,302704962,弥生,,Edogawa Ku,35.66917,139.86123,Private room,13714,1,4,2022-12-26,0.48,2,173,4,Hotels and Inns Business Act | 江戸川保健所 | 19江衛環01第92号
44124430,Rental unit in Toshima City · ★4.36 · 1 bedroom · 1 bed · 1 bath,10424827,Kei,,Toshima Ku,35.73969,139.71715,Entire home/apt,11571,2,59,2023-06-15,1.67,19,4,30,M130026516
43823254,Rental unit in Minato City · ★4.88 · 1 bedroom · 1 bed · 1 bath,350432177,Akari,,Minato Ku,35.66787,139.73952,Entire home/apt,9180,2,26,2023-04-15,0.83,1,241,12,M130026283
44124599,Rental unit in Toshima City · ★4.37 · 1 bedroom · 2 beds · 1 bath,10424827,Kei,,Toshima Ku,35.74117,139.71768,Entire home/apt,11571,2,52,2023-06-15,1.70,19,8,18,M130026517
44125110,Boutique hotel in Taito City · ★4.71 · 1 bedroom · 1 bed · 1 private bath,354576804,Hotel Tavinos Asakusa,,Taito Ku,35.71618,139.79292,Private room,11257,1,309,2023-06-28,10.69,2,268,232,Hotels and Inns Business Act | 東京都台東区台東保健所長    小竹　桃子  | 2台台健環き第10006号
43850738,Rental unit in Sumida City · ★4.72 · 1 bedroom · 2 beds · 1 bath,299176279,Nao,,Sumida Ku,35.70701,139.81436,Entire home/apt,12571,2,36,2023-06-11,1.12,14,112,16,Hotels and Inns Business Act | 墨田区保健所 | 3墨福衛生環第154号
43850947,Home in Itabashi City · ★4.81 · 4 bedrooms · 1 bed · Half-bath,342971176,Yume,,Itabashi Ku,35.74403,139.70692,Entire home/apt,18414,2,32,2023-06-01,0.94,20,220,20,Hotels and Inns Business Act | 東京都板橋区保健所 | 2板保生環き第8号
44125369,Boutique hotel in Taito City · ★4.68 · 1 bedroom · 2 beds · 1 private bath,354576804,Hotel Tavinos Asakusa,,Taito Ku,35.71618,139.79292,Private room,11257,1,799,2023-06-28,29.09,2,267,769,Hotels and Inns Business Act | 東京都台東区台東保健所長    小竹　桃子  | 2台台健環き第10006号 
43852098,Rental unit in Shinjuku City · ★4.39 · 1 bedroom · 3 beds · 1 bath,305354548,Tomoyuki,,Shinjuku Ku,35.69401,139.70846,Entire home/apt,27143,1,150,2023-06-01,4.13,10,94,47,M130005395
44140660,Rental unit in Shinjuku City · ★4.55 · 1 bedroom · 1 bed · 1 bath,235126408,The Breathing Hotel Tokyo,,Shinjuku Ku,35.71372,139.69889,Entire home/apt,23873,2,11,2023-01-14,0.50,20,295,9,M130031023
43853098,Hostel in Toshima City · ★3.71 · 1 bedroom · 1 bed · 1 shared bath,222957317,楓子,,Toshima Ku,35.73583,139.71288,Private room,4823,1,14,2023-04-06,0.43,3,66,4,Hotels and Inns Business Act | 東京都豊島区池袋保健所 | 2豊池保衛環き第28号
44140742,Rental unit in Shinjuku City · ★4.68 · 1 bedroom · 1 bed · 1 bath,235126408,The Breathing Hotel Tokyo,,Shinjuku Ku,35.71562,139.69769,Entire home/apt,26411,2,19,2023-03-27,0.93,20,293,17,M130031001
43855116,Home in Toshima City · ★4.80 · 3 bedrooms · 6 beds · 2 baths,350757770,Yuki,,Toshima Ku,35.73744,139.71334,Entire home/apt,46429,2,41,2023-06-19,1.12,1,222,22,M130014818
44140788,Rental unit in Shinjuku City · ★4.70 · 1 bedroom · 1 bed · 1 bath,235126408,The Breathing Hotel Tokyo,,Shinjuku Ku,35.71355,139.69841,Entire home/apt,26411,2,10,2023-03-20,1.12,20,290,10,M130031042
44140882,Rental unit in Shinjuku City · ★4.0 · 1 bedroom · 1 bed · 1 bath,235126408,The Breathing Hotel Tokyo,,Shinjuku Ku,35.7139,139.699,Entire home/apt,23873,2,6,2023-03-25,0.32,20,288,5,M130031049
44140914,Rental unit in Shinjuku City · ★4.56 · 1 bedroom · 1 bed · 1 bath,235126408,The Breathing Hotel Tokyo,,Shinjuku Ku,35.71563,139.69906,Entire home/apt,23873,2,9,2023-03-16,0.40,20,286,8,M130031043
43885384,Home in Shinjuku City · ★4.67 · 1 bedroom · 2 beds · 1 bath,326069926,Rieko,,Shinjuku Ku,35.71241,139.68386,Entire home/apt,24286,1,51,2023-06-22,1.45,1,45,25,M130025402
44140941,Rental unit in Shinjuku City · ★4.40 · 1 bedroom · 1 bed · 1 bath,235126408,The Breathing Hotel Tokyo,,Shinjuku Ku,35.71529,139.69914,Entire home/apt,23873,2,15,2023-03-27,0.55,20,283,11,M130031044
44140981,Rental unit in Shinjuku City · 1 bedroom · 1 bed · 1 bath,235126408,The Breathing Hotel Tokyo,,Shinjuku Ku,35.71536,139.69761,Entire home/apt,23873,2,2,2023-01-02,0.07,20,281,1,M130031045
43930996,Home in Shinagawa City · ★4.82 · 2 bedrooms · 8 beds · 1.5 baths,16972733,Dice,,Shinagawa Ku,35.61714,139.74361,Entire home/apt,14000,1,65,2023-06-04,2.24,11,58,36,Hotels and Inns Business Act | 品川区保健所 | 3品保生環き第63号
44141008,Rental unit in Shinjuku City · 1 bedroom · 1 bed · 1 bath,235126408,The Breathing Hotel Tokyo,,Shinjuku Ku,35.71394,139.69938,Entire home/apt,23873,2,1,2022-11-14,0.13,20,280,1,M130031046
43931507,Rental unit in Sumida City · ★4.44 · 1 bedroom · 3 beds · 1 private bath,16972733,Dice,,Sumida Ku,35.69381,139.80235,Private room,7286,1,32,2023-05-21,1.20,11,109,21,
44141060,Rental unit in Shinjuku City · ★4.42 · 1 bedroom · 1 bed · 1 bath,235126408,The Breathing Hotel Tokyo,,Shinjuku Ku,35.71522,139.69933,Entire home/apt,26411,2,12,2023-03-23,0.44,20,286,11,M130031048
43931705,Rental unit in Meguro City · ★4.67 · 2 bedrooms · 2 beds · 1 bath,105400983,Taka,,Meguro Ku,35.63047,139.70672,Entire home/apt,16500,30,3,2023-04-07,0.18,2,15,1,M130009456
44141086,Rental unit in Shinjuku City · ★4.50 · 1 bedroom · 1 bed · 1 bath,235126408,The Breathing Hotel Tokyo,,Shinjuku Ku,35.71345,139.69875,Entire home/apt,23873,2,24,2023-03-27,0.81,20,286,16,M130031005
43934132,Rental unit in Shinjuku City · ★4.59 · 1 bedroom · 4 beds · 1 bath,230910892,Risa & Kei,,Shinjuku Ku,35.69824,139.70584,Entire home/apt,14943,4,29,2023-05-22,0.81,38,44,16,Hotels and Inns Business Act | 東京都新宿区保健所 | 31新保衛環第276号
44141124,Aparthotel in Adachi City · ★4.75 · 1 bedroom · 1 bath,354531999,Matsumoto,,Adachi Ku,35.79211,139.79009,Entire home/apt,6723,1,12,2023-06-16,1.27,2,163,12,Hotels and Inns Business Act | 足立区足立保健所 | 30足足保生生収第472号
44141153,Rental unit in Shinjuku City · ★4.43 · 1 bedroom · 1 bed · 1 bath,343260629,髙木,,Shinjuku Ku,35.71508,139.69731,Entire home/apt,23873,2,14,2023-03-08,0.42,30,285,7,M130031030
44141187,Rental unit in Shinjuku City · ★4.60 · 1 bedroom · 1 bed · 1 bath,343260629,髙木,,Shinjuku Ku,35.71532,139.69927,Entire home/apt,23873,2,5,2023-03-09,0.62,30,288,5,M130031031
43947125,Home in Ota City · ★4.69 · 2 bedrooms · 6 beds · 1 bath,351908146,Nao,,Ota Ku,35.55084,139.74751,Entire home/apt,15271,2,36,2023-06-27,1.03,1,6,19,Special Economic Zoning Act | ２健生発第10493号
43950473,Home in Kita City · ★4.70 · 3 bedrooms · 7 beds · 1 bath,155828379,永貫,,Kita Ku,35.74167,139.76173,Entire home/apt,18000,1,20,2023-06-01,2.11,2,48,20,M130026215
44141405,Rental unit in Shinjuku City · ★4.27 · 1 bedroom · 1 bed · 1 bath,343260629,髙木,,Shinjuku Ku,35.71353,139.69892,Entire home/apt,23873,2,11,2023-03-21,0.40,30,294,7,M130031004
44141442,Rental unit in Shinjuku City · ★4.54 · 1 bedroom · 1 bed · 1 bath,343260629,髙木,,Shinjuku Ku,35.71382,139.69704,Entire home/apt,23873,2,13,2023-03-10,0.66,30,295,10,M130031008
43951045,Aparthotel in Toshima City · ★4.95 · 1 bedroom · 1 bed · 1 bath,107735413,Yuko&Nick,,Toshima Ku,35.73056,139.72351,Entire home/apt,10571,3,82,2023-06-21,3.40,6,77,51,Hotels and Inns Business Act | 豊島区池袋保健所 | 元豊池保衛環き第221号
44141484,Rental unit in Shinjuku City · ★4.17 · 1 bedroom · 1 bed · 1 bath,343260629,髙木,,Shinjuku Ku,35.71537,139.69891,Entire home/apt,23873,2,12,2023-02-02,0.59,30,294,8,M130031013
43965911,Home in Koto City · ★4.96 · 2 bedrooms · 1 bed · 1 shared bath,35428850,Hisayo(Sue),,Koto Ku,35.68639,139.8154,Private room,4686,1,24,2023-06-26,2.46,2,33,24,
43979434,Rental unit in Sumida City · ★4.33 · 1 bedroom · 1 bath,342819312,漢舎株式会社,,Sumida Ku,35.73424,139.8224,Entire home/apt,8143,3,9,2023-05-20,0.27,15,133,6,Hotels and Inns Business Act | 東京都墨田区保健所 | 2墨福衛生環第45号
44141517,Rental unit in Shinjuku City · ★4.40 · 1 bedroom · 1 bed · 1 bath,343260629,髙木,,Shinjuku Ku,35.71577,139.69894,Entire home/apt,23873,2,15,2023-03-27,0.50,30,295,10,M130031015
43979567,Rental unit in Shinjuku City · ★4.10 · 1 bedroom · 1 bath,230910892,Risa & Kei,,Shinjuku Ku,35.6963,139.7059,Entire home/apt,9557,4,10,2023-05-29,0.31,38,46,6,Hotels and Inns Business Act | 東京都新宿区保健所 | 31新保衛環第276号
44141552,Rental unit in Shinjuku City · ★4.65 · 1 bedroom · 1 bed · 1 bath,343260629,髙木,,Shinjuku Ku,35.71431,139.69919,Entire home/apt,23873,2,20,2023-03-18,0.60,30,295,9,M130031016
43980003,Rental unit in Sumida City · ★4.57 · 1 bedroom · 1 bath,342819312,漢舎株式会社,,Sumida Ku,35.73365,139.82337,Entire home/apt,7736,3,14,2023-05-27,2.25,15,125,14,Hotels and Inns Business Act | 東京都墨田区保健所 | 2墨福衛生環第45号
44141592,Rental unit in Shinjuku City · ★4.88 · 1 bedroom · 1 bed · 1 bath,343260629,髙木,,Shinjuku Ku,35.71434,139.69727,Entire home/apt,23873,2,16,2023-03-21,0.52,30,298,12,M130031017
44141622,Rental unit in Shinjuku City · ★4.38 · 1 bedroom · 1 bed · 1 bath,343260629,髙木,,Shinjuku Ku,35.71393,139.69754,Entire home/apt,23873,2,13,2023-03-27,0.39,30,306,4,M130031025
43980342,Rental unit in Sumida City · ★4.50 · 1 bedroom · 1 bath,342819312,漢舎株式会社,,Sumida Ku,35.73424,139.8224,Entire home/apt,7736,3,16,2023-06-26,1.17,15,137,15,Hotels and Inns Business Act | 東京都墨田区保健所 | 2墨福衛生環第45号
44141642,Rental unit in Shinjuku City · ★4.13 · 1 bedroom · 1 bed · 1 bath,343260629,髙木,,Shinjuku Ku,35.71346,139.69877,Entire home/apt,23873,2,16,2023-03-26,2.05,30,309,16,M130031029
44141684,Rental unit in Shinjuku City · ★4.24 · 1 bedroom · 1 bed · 1 bath,343260629,髙木,,Shinjuku Ku,35.71367,139.69709,Entire home/apt,23873,2,21,2023-03-28,0.76,30,314,17,M130031032
43980471,Rental unit in Sumida City · ★4.77 · 1 bedroom · 1 bath,342819312,漢舎株式会社,,Sumida Ku,35.73424,139.8224,Entire home/apt,7736,3,13,2023-06-21,1.85,15,128,13,Hotels and Inns Business Act | 東京都墨田区保健所 | 2墨福衛生環第45号
44141723,Rental unit in Shinjuku City · ★4.45 · 1 bedroom · 1 bed · 1 bath,343260629,髙木,,Shinjuku Ku,35.71542,139.69864,Entire home/apt,23873,2,22,2023-03-27,0.77,30,315,18,M130031033
43980809,Rental unit in Sumida City · 2 bedrooms · 1 bath,342819312,漢舎株式会社,,Sumida Ku,35.73424,139.8224,Entire home/apt,8143,3,1,2023-06-22,1,15,119,1,Hotels and Inns Business Act | 東京都墨田区保健所 | 2墨福衛生環第45号
44141754,Rental unit in Shinjuku City · ★4.40 · 1 bedroom · 1 bed · 1 bath,343260629,髙木,,Shinjuku Ku,35.71384,139.69745,Entire home/apt,23873,2,20,2023-03-30,0.73,30,319,17,M130031034
43980891,Rental unit in Sumida City · ★4.75 · 2 bedrooms · 3 beds · 1 bath,342819312,漢舎株式会社,,Sumida Ku,35.73424,139.8224,Entire home/apt,25000,3,4,2022-12-27,0.32,15,3,3,Hotels and Inns Business Act | 東京都墨田区保健所 | 2墨福衛生環第45号
44141803,Rental unit in Shinjuku City · ★4.62 · 1 bedroom · 1 bed · 1 bath,343260629,髙木,,Shinjuku Ku,35.71532,139.6989,Entire home/apt,23873,2,13,2023-03-30,0.40,30,319,10,M130031035
44020767,Condo in Katsushika City · ★4.43 · 2 bedrooms · 2 beds · 1 bath,275205512,Randor,,Katsushika Ku,35.74452,139.83247,Entire home/apt,21111,1,7,2023-06-19,0.28,4,84,5,Hotels and Inns Business Act | 葛飾区保健所 | 31葛保生環第343号
44141848,Rental unit in Shinjuku City · ★4.75 · 1 bedroom · 1 bed · 1 bath,343260629,髙木,,Shinjuku Ku,35.71529,139.69912,Entire home/apt,23873,1,8,2023-03-18,0.26,30,319,2,M130031036
44020778,Cabin in Nakano City · ★4.68 · 2 bedrooms · 3 beds · 1 bath,49474412,Dong,,Nakano Ku,35.69966,139.6752,Entire home/apt,27000,1,60,2023-06-10,1.72,14,86,23,Hotels and Inns Business Act | 中野区保健所 | 2中健衛環第272号
44141880,Rental unit in Shinjuku City · ★4.64 · 1 bedroom · 1 bed · 1 bath,343260629,髙木,,Shinjuku Ku,35.71342,139.6974,Entire home/apt,23873,2,11,2023-03-11,0.34,30,319,2,M130031037
44141919,Rental unit in Shinjuku City · ★4.66 · 1 bedroom · 1 bed · 1 bath,343260629,髙木,,Shinjuku Ku,35.714,139.69921,Entire home/apt,23873,2,32,2023-03-30,1.11,30,319,12,M130031038
44021105,Rental unit in Minato City · ★4.78 · Studio · 2 beds · 1 bath,63345781,Yu,,Minato Ku,35.65484,139.74335,Entire home/apt,32200,2,23,2023-05-21,0.67,15,42,11,M130026386
44141955,Rental unit in Shinjuku City · ★4.64 · 1 bedroom · 1 bed · 1 bath,343260629,髙木,,Shinjuku Ku,35.71408,139.69706,Entire home/apt,23873,2,25,2023-03-23,0.91,30,319,13,M130031039
44065798,Rental unit in Setagaya City · 10 bedrooms · 10 beds · 10 baths,131748110,Kumina,,Setagaya Ku,35.63268,139.6527,Entire home/apt,59664,3,0,,,37,333,0,M130002840
44141995,Rental unit in Shinjuku City · ★4.75 · 1 bedroom · 1 bed · 1 bath,343260629,髙木,,Shinjuku Ku,35.71362,139.69873,Entire home/apt,23873,2,16,2023-03-31,0.51,30,319,10,M130031040
44142035,Rental unit in Shinjuku City · ★4.29 · 1 bedroom · 1 bed · 1 bath,343260629,髙木,,Shinjuku Ku,35.71549,139.69899,Entire home/apt,23873,2,24,2023-03-24,0.85,30,319,16,M130031041
44066895,Rental unit in Shibuya City · ★4.53 · 1 bedroom · 5 beds · 1 bath,353341352,Yosuke,,Shibuya Ku,35.65554,139.70559,Entire home/apt,33857,1,58,2023-06-22,3.33,1,217,46,Hotels and Inns Business Act | 東京都渋谷区保健所 | 31渋健生収第5578号
44142075,Rental unit in Shinjuku City · ★4.63 · 1 bedroom · 1 bed · 1 bath,343260629,髙木,,Shinjuku Ku,35.7139,139.6974,Entire home/apt,23873,2,8,2023-03-30,1.11,30,227,8,M130031003
44081580,Rental unit in Arakawa City · ★4.33 · 1 bedroom · 1 bed · 1 bath,349117832,Ryouichi,,Arakawa Ku,35.7486,139.78536,Entire home/apt,8600,1,12,2023-03-26,0.34,1,264,8,Hotels and Inns Business Act | 荒川区保健所 | 30荒保衛環き(三)第28号
44142347,Rental unit in Shinjuku City · ★4.63 · 1 bedroom · 1 bed · 1 bath,343260629,髙木,,Shinjuku Ku,35.71562,139.69794,Entire home/apt,23873,2,19,2023-03-27,0.71,30,326,12,M130031018
44142613,Rental unit in Shinjuku City · ★4.61 · 1 bedroom · 1 bed · 1 bath,343260789,Rinko,,Shinjuku Ku,35.71454,139.69925,Entire home/apt,23873,2,31,2023-03-30,1.07,28,317,16,M130031020
44090318,Rental unit in Shibuya City · ★4.50 · 1 bedroom · 1 bed · 1 bath,353865286,Yousuke&,,Shibuya Ku,35.65584,139.7072,Entire home/apt,13143,2,74,2023-06-21,2.11,1,72,40,Hotels and Inns Business Act | 東京都渋谷区保健所 | 31渋健生収第5578号
44142673,Rental unit in Shinjuku City · ★4.40 · 1 bedroom · 1 bed · 1 bath,343260789,Rinko,,Shinjuku Ku,35.71289,139.69733,Entire home/apt,23873,2,10,2023-03-31,0.36,28,312,4,M130031022
44090439,Hotel in Shinjuku City · ★5.0 · 1 bedroom · 3 beds · 1 private bath,353009879,花園,,Shinjuku Ku,35.68973,139.71285,Private room,36196,1,7,2023-05-09,0.20,3,311,4,Hotels and Inns Business Act | 東京都新宿保健所 | 31新保衛環第285号
44142719,Rental unit in Shinjuku City · ★4.60 · 1 bedroom · 1 bed · 1 bath,343260789,Rinko,,Shinjuku Ku,35.71274,139.69911,Entire home/apt,23873,2,10,2023-05-29,0.30,28,290,4,M130031000
44142770,Rental unit in Shinjuku City · ★4.0 · 1 bedroom · 1 bed · 1 bath,343260789,Rinko,,Shinjuku Ku,35.71505,139.69935,Entire home/apt,23873,2,19,2023-02-22,0.68,28,326,12,M130030999
44383619,"Rental unit in Sumida-Ku, · ★4.71 · 1 bedroom · 3 beds · 1 bath",358122175,Tｰhome,,Sumida Ku,35.71098,139.81384,Entire home/apt,21000,1,151,2023-06-26,4.48,3,33,62,Hotels and Inns Business Act | 東京都墨田区保健所 | 2墨福衛生環第5号
44142802,Rental unit in Shinjuku City · ★4.47 · 1 bedroom · 1 bed · 1 bath,343260789,Rinko,,Shinjuku Ku,35.71292,139.69806,Entire home/apt,23873,2,15,2023-03-29,0.57,28,327,7,M130031002
44384539,Rental unit in Nakano City · ★4.87 · 1 bedroom · 2 beds · 1 bath,350421629,Toshiyuki,,Nakano Ku,35.68659,139.67564,Entire home/apt,13206,3,15,2023-06-22,0.45,3,36,8,M130026912
44142846,Rental unit in Shinjuku City · ★4.57 · 1 bedroom · 1 bed · 1 bath,343260789,Rinko,,Shinjuku Ku,35.7146,139.69744,Entire home/apt,26411,2,28,2023-03-31,0.83,28,327,13,M130031028
44142881,Rental unit in Shinjuku City · ★4.40 · 1 bedroom · 1 bed · 1 bath,343260789,Rinko,,Shinjuku Ku,35.71362,139.69921,Entire home/apt,26411,2,15,2023-03-05,0.54,28,327,7,M130031024
44142929,Rental unit in Shinjuku City · ★4.16 · 1 bedroom · 1 bed · 1 bath,343260789,Rinko,,Shinjuku Ku,35.71276,139.69803,Entire home/apt,23873,2,19,2023-03-20,0.56,28,327,11,M130031021
44399612,"Home in Katsushika-Ku, · ★4.85 · 4 bedrooms · 4 beds · 2.5 baths",358310606,Kei,,Katsushika Ku,35.73265,139.84826,Entire home/apt,31429,5,48,2023-06-11,1.38,1,289,25,Hotels and Inns Business Act | 葛飾区保健所 | 2葛保生環令第21号
